,title,vote_average,vote_count,overview
1539,Man Up,6.5,395.0,year old single woman nancy hung exhausted endless fruitless set ups friend traveling across london toast another year parent successful happy magical marriage run year old divorcee jack mistake year old blind date nancy deciding go happens hop chaotic yet hilarious journey life neither ever forget
1540,Christine,6.5,392.0,geeky student arnie cunningham fall christine rusty plymouth fury becomes obsessed restoring classic automobile former glory car change arnie whose newfound confidence turn arrogance behind wheel exotic beauty arnie girlfriend leigh best friend dennis reach met fury like
1541,Heartbreaker,6.5,388.0,alex sister run business designed break relationship hired rich man break wedding daughter problem one week
1542,Like Crazy,6.5,386.0,british college student fall american student separated banned u overstaying visa
1543,Ip Man 3,6.5,384.0,band brutal gangster led crooked property developer make play take city master ip forced take stand
1544,Saturday Night Fever,6.5,383.0,tony manero brooklyn paint store clerk give anything break dead end existence life tony peasant disco dance floor king soundtrack play one bee gee hit another white suited tony strut stuff amidst flashing light sweaty undulating body tony class aspiration mirrored relationship dance partner secretary eager move glamorous world manhattan
1545,LOL (Laughing Out Loud),6.5,380.0,lola striking teenaged girl cusp adulthood longs rush adult world independence freedom sexual exploit tenaciously held back mother
1546,Oliver & Company,6.5,372.0,animated take oliver twist imago oliver adorable orphaned kitten struggle survive new york city fall band canine criminal led evil human first oliver meet dodger carefree mutt street savoir faire oliver meet wealthy jenny one gang thieving mission life change forever
1547,Dragon Ball Z: Battle of Gods,6.5,370.0,event battle god take place year battle majin buu determined fate entire universe awakening long slumber beerus god destruction visited whis attendant learns galactic overlord frieza defeated super saiyan north quadrant universe named goku also former student north kai ecstatic new challenge goku ignores king kai advice battle beerus easily overwhelmed defeated beerus leaf eerie remark nobody earth worthy destroy lingers hero stop god destruction lost
1548,48 Hrs.,6.5,364.0,hard nosed cop reluctantly team wise cracking criminal temporarily paroled order track killer
1549,A Nightmare on Elm Street 3: Dream Warriors,6.5,363.0,many year since freddy krueger first victim nancy came face face freddy sadistic evil way nancy grown put frightening nightmare behind helping teen cope dream bad freddy decided herald return invading kid dream scaring committing suicide
1550,Dan in Real Life,6.5,363.0,advice columnist dan burn expert relationship somehow struggle succeed brother son single parent three precocious daughter thing get even complicated dan find woman fall love actually brother new girlfriend
1551,Housebound,6.5,362.0,kylie bucknell sentenced home detention forced come term unsociable behaviour blabbering mother hostile spirit seems le happy new living arrangement
1552,A Good Year,6.5,360.0,failed london banker max skinner inherits uncle vineyard provence spent many childhood holiday upon arrival meet woman california tell max long lost cousin property
1553,Stay,6.5,346.0,psychiatrist sam foster new patient henry letham claim suicidal trying diagnose sam visit henry prior therapist also find henry mother even though henry said murdered parent reality start contradict fact sam spiral unstable mental state find clue henry may try kill race try stop
1554,Charlie Wilson's War,6.5,342.0,true story texas congressman charlie wilson covert dealing afghanistan effort assist rebel war soviet unforeseen long reaching effect
1555,While You Were Sleeping,6.5,340.0,love story built misunderstanding transit worker pull commuter peter track mugged coma family mistakenly think peter fianc e correct thing get complicated fall brother quite sure claim
1556,Out of Sight,6.5,338.0,meet jack foley smooth criminal bend law determined make one last heist karen sisco federal marshal chooses right move wrong guy willing risk find law variety hail sight sly sexy vastly entertaining film
1557,Goon,6.5,338.0,doug glatt slacker discovers talent brawling approached minor league hockey coach invited join team muscle despite fact glatt skate best friend pat convinces give shot glatt becomes hero team fan league reigning goon becomes threatened glatt success decides even score
1558,Stir of Echoes,6.5,334.0,hypnotized sister law tom witzky begin seeing haunting vision girl ghost mystery begin unfold around
1559,Cocoon,6.5,329.0,group alien return earth take back cocoon people left behind earlier trip kept recovered cocoon swimming pool house rented small florida town mission hampered number old people elderly home nearby secretly using pool discovering unusual power cocoon
1560,A Lot Like Love,6.5,329.0,flight los angeles new york oliver emily make connection decide poorly suited together next seven year however reunited time time go acquaintance close friend lover
1561,We Own the Night,6.5,327.0,new york nightclub manager try save brother father russian mafia hitman
1562,A Monster in Paris,6.5,323.0,paris emile shy movie projectionist raoul colorful inventor find embarked hunt monster terrorizing citizen join force lucille big hearted star bird paradise cabaret eccentric scientist irascible monkey save monster turn oversized harmless flea city ruthlessly ambitious police chief
1563,Hidalgo,6.5,321.0,set story pony express courier travel arabia compete horse hidalgo dangerous race massive contest prize adventure sends pair around world
1564,Tinker Bell,6.5,319.0,journey secret world pixie hollow hear tinker bell speak first time astonishing story disney famous fairy finally revealed new motion picture tinker bell
1565,Draft Day,6.5,309.0,nfl draft general manager sonny weaver opportunity rebuild team trade number one pick must decide willing sacrifice life changing day hundred young men nfl dream
1566,The East,6.5,308.0,operative elite private intelligence firm find priority irrevocably changed tasked infiltrating anarchist group known executing covert attack upon major corporation
1567,Secret of the Wings,6.5,303.0,tinkerbell wanders forbidden winter wood meet periwinkle together learn secret wing try unite warm fairy winter fairy help pixie hollow
1568,Pirates of the Caribbean: On Stranger Tides,6.4,5068.0,captain jack sparrow cross path woman past sure love ruthless con artist using find fabled fountain youth force aboard queen anne revenge ship formidable pirate blackbeard jack find unexpected adventure know fear blackbeard woman past
1569,Oblivion,6.4,4862.0,jack harper one last drone repairman stationed earth part massive operation extract vital resource decade war terrifying threat known scavs jack mission nearly complete existence brought crashing rescue beautiful stranger downed spacecraft arrival trigger chain event force question everything know put fate humanity hand
1570,X-Men: Apocalypse,6.4,4831.0,emergence world first mutant world destroyer apocalypse x men must unite defeat extinction level plan
1571,Minions,6.4,4729.0,minion stuart kevin bob recruited scarlet overkill super villain alongside inventor husband herb hatch plot take world
1572,Star Wars: Episode I - The Phantom Menace,6.4,4526.0,anakin skywalker young slave strong force discovered tatooine meanwhile evil sith returned enacting plot revenge jedi
1573,Star Wars: Episode II - Attack of the Clones,6.4,4074.0,ten year invasion naboo galaxy brink civil war leadership renegade jedi named count dooku thousand solar system threaten break away galactic republic assassination attempt made senator padm amidala former queen naboo twenty year old jedi apprentice anakin skywalker assigned protect course mission anakin discovers love padm well darker side soon anakin padm obi wan kenobi drawn heart separatist movement beginning clone war
1574,Elysium,6.4,3510.0,year two class people exist wealthy live pristine man made space station called elysium rest live overpopulated ruined earth secretary rhodes jodie foster hard line government cial stop nothing enforce anti immigration law preserve luxurious lifestyle citizen elysium stop people earth trying get mean unlucky max matt damon backed corner agrees take daunting mission successful save life could bring equality polarized world
1575,The Matrix Revolutions,6.4,3155.0,human city zion defends massive invasion machine neo fight end war another front also opposing rogue agent smith
1576,Bruce Almighty,6.4,3121.0,bruce nolan toil human interest television reporter buffalo n despite high rating love beautiful girlfriend grace bruce remains unfulfilled end worst day life angrily ridicule god almighty responds endowing bruce divine power
1577,Night at the Museum,6.4,2949.0,chaos reign natural history museum night watchman larry daley accidentally stir ancient curse awakening attila hun army gladiator tyrannosaurus rex exhibit larry try desperately keep museum control fighting losing battle president teddy roosevelt come rescue
1578,Warm Bodies,6.4,2698.0,zombie becomes involved girlfriend one victim romance set motion sequence event might transform entire lifeless world
1579,Wanted,6.4,2583.0,doormat wesley gibson discovers recently murdered father wesley never knew belonged secret guild assassin leather clad sexpot draft wesley society hone innate killing skill turn avenger
1580,American Pie,6.4,2358.0,high school party four friend find losing collective virginity easy thought still believe need college motivate enter pact score senior prom
1581,Horrible Bosses,6.4,2341.0,nick kurt dale thing would make daily grind tolerable would grind intolerable boss dust quitting option benefit many drink dubious advice hustling ex con three friend devise convoluted seemingly foolproof plan rid respective employer permanently
1582,Cloverfield,6.4,2297.0,five young new yorkers throw friend going away party night monster size skyscraper descends upon city told point view video camera film document attempt survive surreal horrifying event life
1583,Ocean's Twelve,6.4,2169.0,danny ocean reunites old flame rest merry band thief carrying three huge heist rome paris amsterdam europol agent hot heel
1584,Live Free or Die Hard,6.4,2122.0,john mcclane back badder ever time working homeland security call service young hacker bid stop ring internet terrorist intent taking control america computer infrastructure
1585,Resident Evil,6.4,2100.0,virus leak top secret facility turning resident researcher ravenous zombie lab animal mutated hound hell government sends elite military task force contain outbreak alice rain charged leading mission three hour pathogen becomes airborne infects world
1586,National Treasure,6.4,1974.0,modern treasure hunter led archaeologist ben gate search chest rich rumored stashed away george washington thomas jefferson benjamin franklin revolutionary war chest whereabouts may lie secret clue embedded constitution declaration independence gate race find gold enemy
1587,Yes Man,6.4,1869.0,carl allen stumbled across way shake free post divorce blue dead end job embrace life say yes everything
1588,The Giver,6.4,1859.0,seemingly perfect community without war pain suffering difference choice young boy chosen learn elderly man true pain pleasure real world
1589,Madagascar 3: Europe's Most Wanted,6.4,1857.0,alex marty gloria melman still trying get back big apple beloved central park zoo first need find penguin travel monte carlo attract attention animal control gate crashing party joined penguin king julian co monkey lion zebra hippo giraffe four penguin two monkey three lemur travel europe without attracting attention get back new york join traveling circus attempt get back new york consistently hampered captain animal control want make alex part collection make back new york marty alex gloria melman realize want part traveling circus
1590,Evil Dead,6.4,1754.0,evil dead fourth installment evil dead franchise serving reboot loose continuation series feature mia young woman struggling sobriety head remote cabin group friend discovery book dead unwittingly summon dormant demon posse youngster one one
1591,Ace Ventura: Pet Detective,6.4,1684.0,ace ventura pet detective jim carrey case find miami dolphin missing mascot quarterback dan marino go eyeball eyeball man eating shark stake miami dolphin woos wow lady whether undercover fire underwater always get man beast
1592,Signs,6.4,1624.0,family living farm find mysterious crop circle field suggests something frightening come
1593,Joy,6.4,1619.0,story based life struggling long island single mom became one country successful entrepreneur
1594,Underworld: Evolution,6.4,1548.0,war vampire lycans rage selene former member death dealer elite vampire special force unit hunt werewolf michael werewolf hybrid work together effort unlock secret respective bloodline
1595,RED 2,6.4,1548.0,retired c agent frank moses reunites unlikely team elite operative global quest track missing portable nuclear device
1596,The Polar Express,6.4,1524.0,doubting young boy take extraordinary train ride north pole embarks journey self discovery show wonder life never fade believe
1597,Crimson Peak,6.4,1494.0,aftermath family tragedy aspiring author torn love childhood friend temptation mysterious outsider trying escape ghost past swept away house breathes bleeds remembers
1598,The Grey,6.4,1476.0,oil drilling team struggle survive plane crash strand wild alaska hunting pack wolf see intruder
1599,Liar Liar,6.4,1456.0,fletcher reede fast talking attorney habitual liar son max blow candle fifth birthday one wish dad stop lying hour max wish come true fletcher discovers mouth suddenly become biggest liability
1600,Mamma Mia!,6.4,1435.0,set idyllic greek island plot serf background wealth abba hit song donna independent single mother owns small hotel island let go sophie spirited young daughter raised alone sophie secretly invited three mother ex lover hope finding father
1601,Final Destination,6.4,1416.0,teenager terrifying vision friend dying plane crash prevents accident death hunt one one
1602,Wedding Crashers,6.4,1406.0,john buddy jeremy emotional criminal know use woman hope dream carnal gain modus operandi crashing wedding normally meet guest want toast romantic day random hook john meet claire discovers true love heartache feel like
1603,Side Effects,6.4,1340.0,woman turn prescription medication way handling anxiety concerning husband upcoming release prison
1604,Hannibal,6.4,1296.0,successfully eluded authority year hannibal peacefully life italy disguise art scholar trouble strike discovered leaving deserving dead process return america make contact disgraced agent clarice starling suffering wrath malicious fbi rival well medium
1605,Let's Be Cops,6.4,1234.0,ultimate buddy cop movie except one thing cop two struggling pal dress police officer costume party become neighborhood sensation newly minted hero get tangled real life web mobster dirty detective must put fake badge line
1606,Forgetting Sarah Marshall,6.4,1194.0,sarah marshall dump aspiring musician peter bretter rock star aldous snow peter world come crashing best friend suggests peter get away everything fly hawaii escape problem arriving hawaii meeting beautiful rachel jansen peter shocked see aldous snow hawaii also sarah marshall
1607,Epic,6.4,1143.0,teenager find transported deep forest setting battle force good force evil taking place band together rag tag group character order save world
1608,Rush Hour 2,6.4,1078.0,vacation time carter find alongside lee hong kong wishing excitement carter want party meet lady lee track triad gang lord may responsible killing two men american embassy thing get complicated pair stumble onto counterfeiting plot boy soon neck fist fight life threatening situation trip back u may provide answer bombing counterfeiting true allegiance sexy custom agent isabella
1609,Demolition Man,6.4,1018.0,simon phoenix violent criminal cryogenically frozen escaped parole hearing utopia san angeles police incapable dealing violent way turn captor john spartan also cryogenically frozen wrongfully accused killing innocent people apprehending phoenix
1610,Rambo,6.4,1009.0,government fail act behalf captive missionary ex green beret john james rambo set aside peaceful existence along salween river war torn region thailand take action although still haunted violent memory time u soldier vietnam war rambo hardly turn back aid worker desperately need help
1611,Elf,6.4,1007.0,young buddy fall santa gift sack christmas eve transported back north pole raised toy making elf santa helper grows adulthood shake nagging feeling belong buddy vow visit manhattan find real dad workaholic publisher
1612,Secret Window,6.4,1007.0,mort rainey writer emerging painful divorce ex wife stalked remote lake house psychotic stranger would scribe claim rainey swiped best story idea rainey endeavor prove innocence begin question sanity
1613,The Ugly Truth,6.4,1005.0,romantically challenged morning show producer reluctantly embroiled series outrageous test chauvinistic correspondent prove theory relationship help find love clever ploy however lead unexpected result
1614,Project Almanac,6.4,953.0,group teen discover secret plan time machine construct one however thing start get control
1615,Cloudy with a Chance of Meatballs 2,6.4,936.0,disastrous food storm first film flint friend forced leave town flint accepts invitation idol chester v join live corp company tasked clean island best inventor world create technology betterment mankind flint discovers machine still operates creates mutant food beast like living pickle hungry tacodiles shrimpanzees apple pie thons friend must return save world
1616,The Neon Demon,6.4,926.0,aspiring model jesse move los angeles youth vitality devoured group beauty obsessed woman take mean necessary get
1617,Homefront,6.4,898.0,phil broker former dea agent gone crisis action biker gang went horribly wrong cost life bos son recently widowed left year old daughter maddy decides quit turbulent demanding life thrill maddy sake retires small town daughter fight boy bullying school set motion round event end direct confrontation local meth drug lord past history biker gang also enters arena making matter complex mission mind protect daughter ready pay cost demand
1618,Café Society,6.4,826.0,story young man arrives hollywood hoping work film industry fall love find swept vibrant caf society defined spirit age
1619,Lethal Weapon 3,6.4,824.0,archetypal buddy cop riggs murtaugh back another round high stake action time setting collective sight bringing former los angeles police lieutenant turned black market weapon dealer lorna cole join beautiful yet hardnosed internal affair sergeant catch riggs eye
1620,Last Vegas,6.4,813.0,three sixty something friend take break day day life throw bachelor party la vega last remaining single pal
1621,Commando,6.4,753.0,john matrix former leader special commando strike force always got toughest job done forced back action young daughter kidnapped find matrix fight way array punk killer one former commando fully equipped private army help feisty stewardess old friend matrix hour overcome greatest challenge finding daughter killed
1622,Event Horizon,6.4,752.0,year group astronaut sent investigate salvage long lost starship event horizon ship disappeared mysteriously year maiden voyage return come even mystery crew lewis clark discover real truth behind disappearance something even terrifying
1623,Adventureland,6.4,748.0,summer college graduate take nowhere job local amusement park find perfect course get prepared real world
1624,Nanny McPhee,6.4,742.0,widower cedric brown colin firth hire nanny mcphee emma thompson care seven rambunctious child chased away previous nanny taunted simon thomas sangster sibling nanny mcphee us mystical power instill discipline child great aunt benefactor lady adelaide stitch angela lansbury threatens separate kid family pull together guidance nanny mcphee
1625,Green Zone,6.4,730.0,u led occupation baghdad chief warrant officer roy miller team army inspector dispatched find weapon mass destruction believed stockpiled iraqi desert rocketing one booby trapped treacherous site next men search deadly chemical agent stumble instead upon elaborate cover threatens invert purpose mission
1626,The Running Man,6.4,713.0,global economy collapsed american society become totalitarian police state censoring cultural activity government pacifies populace broadcasting number game show convicted criminal fight life including gladiator style running man hosted ruthless damon killian runner attempt evade stalker certain death chance pardoned set free
1627,She's the Man,6.4,691.0,viola johnson real jam complication threaten scheme pose twin brother sebastian take place new boarding school fall love handsome roommate duke love beautiful olivia fallen sebastian enough viola twin return london ahead schedule idea sister already replaced campus
1628,Antichrist,6.4,687.0,grieving couple retreat cabin eden wood hoping repair broken heart troubled marriage nature take course thing go bad worse
1629,Bad Santa,6.4,666.0,miserable conman partner pose santa little helper rob department store christmas eve run problem conman befriends troubled kid security bos discovers plot
1630,Friday the 13th,6.4,622.0,camp counselor stalked murdered unknown assailant trying reopen summer camp site child drowning
1631,My Best Friend's Wedding,6.4,606.0,receives word longtime platonic pal michael neal getting married debutante kimberly wallace food critic julianne potter realizes true feeling michael set sabotage wedding
1632,Hot Shots!,6.4,588.0,charlie sheen lloyd bridge cary elwes valeria golino jon cryer co star director jim abraham airplane naked gun truly hilarious spoof top gun recruited join top secret mission air force renegade pilot sheen find coping incompetent admiral bridge carefully selected squadron flyer either inept half blind
1633,The Skeleton Key,6.4,588.0,hospice nurse working spooky new orleans plantation home find entangled mystery involving house dark past
1634,Tears of the Sun,6.4,582.0,navy seal lieutenant k water elite squadron tactical specialist forced choose duty humanity following order ignoring conflict surround finding courage follow conscience protect group innocent refugee democratic government nigeria collapse country taken ruthless military dictator water fiercely loyal hardened veteran dispatched routine mission retrieve doctor without border physician
1635,Where the Wild Things Are,6.4,580.0,max imago running away mom sailing far land large talking beast ira carol douglas bull judith alexander crown king play rumpus build fort discover secret hideaway
1636,Robin Hood: Men in Tights,6.4,575.0,robin hood come home fighting crusade learn noble king richard exile despotic king john rule england help sheriff rottingham robin hood assembles band fellow patriot battle king john sheriff
1637,Role Models,6.4,575.0,two salesman trash company truck energy drink fueled bender upon arrest court give choice hard time spend service hour mentorship program one day kid however jail look half bad
1638,DragonHeart,6.4,553.0,ancient time majestic fire breather soared sky knight named bowen come face face heart heart last dragon earth draco taking arm suppress tyrant king bowen soon realizes task harder imagined kill king draco die well
1639,Get the Gringo,6.4,544.0,career criminal gibson nabbed mexican authority placed tough prison learns survive help year old boy
1640,Smokin' Aces,6.4,541.0,la vega performer turned snitch named buddy israel decides turn state evidence testify mob seems whole lot people would like make sure longer breathing
1641,Live and Let Die,6.4,540.0,james bond must investigate mysterious murder case british agent new orleans soon find gangster bos named mr big
1642,The Naked Gun 33⅓: The Final Insult,6.4,535.0,frank drebin persuaded retirement go undercover state prison find top terrorist rocco planned escape frank wife jane desperate baby add frank problem host celebrity academy award ceremony humiliated frank blunder way trying foil rocco
1643,Short Circuit,6.4,535.0,lightning bolt zap robot named number lovable machine start think human escape lab hot trail designer newton hope get number military meantime spunky animal lover mistake robot alien take teaching new guest life earth
1644,The Man with the Golden Gun,6.4,533.0,golden bullet engraved smash secret service headquarters bullet came professional killer scaramanga yet miss target james bond begin mission try stop
1645,Footloose,6.4,525.0,teenager ren family move big city chicago small town west real case culture shock
1646,The 13th Warrior,6.4,524.0,ad arab courtier ahmad ibn fadlan accompanies party viking barbaric north combat terror slaughter viking devours flesh
1647,The Rundown,6.4,523.0,travis mouthy son criminal disappears amazon search treasured artifact father sends beck becomes travis rival affection mariana mysterious brazilian woman steely disposition beck man word take discipline muster work travis nab tyrant treasure
1648,Outbreak,6.4,522.0,deadly airborne virus find way usa start killing people epidemic rate col sam daniel job stop virus spreading small town must quarantined prevent reaction white house
1649,I Love You Phillip Morris,6.4,514.0,steve russell small town cop bored bland lifestyle russell turn fraud mean shaking thing long russell criminal antic landed behind bar encounter charismatic phillip morris smitten russell devotes entire life morris regardless consequence
1650,Analyze This,6.4,512.0,countless wiseguy film spoofed film center neurosis angst powerful mafia racketeer suffers panic attack paul vitti need help dealing role family unlucky shrink dr ben sobel given day resolve vitti emotional crisis turn happy well adjusted gangster
1651,The Loft,6.4,500.0,five men opportunity share penthouse city carry extramarital affair dream come true dead body unknown woman turn realizing killer must one group men gripped paranoia one suspect another friendship tested loyalty questioned marriage crumble fear suspicion run rampant
1652,The Other Boleyn Girl,6.4,498.0,sumptuous sensual tale intrigue romance betrayal set backdrop defining moment european history two beautiful sister anne mary boleyn driven family blind ambition compete love handsome passionate king henry viii
1653,Jay and Silent Bob Strike Back,6.4,491.0,jay silent bob learn comic book alter ego bluntman chronic sold hollywood part big screen movie leaf royalty pair travel tinseltown sabotage production
1654,Ransom,6.4,482.0,rich man son kidnapped cooperates police first try unique tactic criminal
1655,Star Trek: Generations,6.4,461.0,captain jean luc picard crew enterprise find odds renegade scientist soran destroying entire star system one man help picard stop soran scheme dead seventy eight year
1656,The Girl with All the Gifts,6.4,453.0,scientist teacher living dystopian future embark journey survival special young girl
1657,Star Trek III: The Search for Spock,6.4,443.0,admiral kirk bridge crew risk career stealing decommissioned enterprise return restricted genesis planet recover spock body
1658,Patriot Games,6.4,440.0,cia analyst jack ryan interferes ira assassination renegade faction target jack family revenge
1659,Scoop,6.4,435.0,american journalism student london scoop big story begin affair aristocrat incident unfurls
1660,The Brand New Testament,6.4,435.0,god life brussels earth though god coward pathetical moral odious family daughter ea bored home stand locked small apartment ordinary brussels day decides revolt dad
1661,Jackass 3D,6.4,434.0,jackass film third movie jackass series follows premise first two movie well tv series compilation various prank stunt skit movie begin brief introduction made beavis butt head explaining technology behind movie intro feature cast lining attacked various object slow motion movie mark th anniversary franchise started
1662,Killer Joe,6.4,433.0,cop matthew mcconaughey moonlight hit man agrees kill hated mother desperate drug dealer emile hirsch exchange tumble young man virginal sister juno temple
1663,The Art of Getting By,6.4,430.0,george lonely fatalistic teen made way senior year without ever done real day work befriended sally popular complicated girl recognizes kindred spirit
1664,Wild Child,6.4,421.0,rebellious year old poppy mailibu sent english boarding school realising father coming back rescue try get expelled
1665,Pet Sematary,6.4,417.0,dr louis creed family move country house dream discover pet cemetery back property cursed burial ground deep wood brings dead back life minor problem first family cat make return trip accident force heartbroken father contemplate unthinkable
1666,Blindness,6.4,393.0,sudden plague blindness devastates city small group afflicted band together triumphantly overcome horrific condition imposed quarantine
1667,Samba,6.4,393.0,samba migrated france year ago senegal since plugging away various lowly job alice senior executive recently undergone burnout struggle get dead end life samba willing whatever take get working paper alice try get life back track fate draw together
1668,Clear and Present Danger,6.4,390.0,cia analyst jack ryan drawn illegal war fought u government colombian drug cartel
1669,Nick and Norah's Infinite Playlist,6.4,387.0,nick cannot stop obsessing ex girlfriend tris tris friend norah suddenly show interest club thus being odd night filled ups down two keep running tris new boyfriend searching norah drunken friend caroline help nick band mate night wind two figure want
1670,Girl with a Pearl Earring,6.4,384.0,film adapted work fiction author tracy chevalier tell story event surrounding creation painting girl pearl earring th century dutch master johannes vermeer young peasant maid working house painter johannes vermeer becomes talented assistant model one famous work
1671,The Words,6.4,384.0,word follows young writer rory jansen finally achieves long sought literary success publishing next great american novel one catch write past come back haunt literary star continues rise jansen forced confront steep price must paid stealing another man work placing ambition success life fundamental three word
1672,Time Lapse,6.4,383.0,three friend discover mysterious machine take picture hour future conspire use personal gain disturbing dangerous image begin develop
1673,The Pirates! In an Adventure with Scientists!,6.4,379.0,luxuriantly bearded pirate captain boundlessly enthusiastic somewhat le successful terror high sea rag tag crew side seemingly blind impossible odds stacked captain one dream beat bitter rival black bellamy cutlas liz much coveted pirate year award quest take hero shore exotic blood island foggy street victorian london along way battle diabolical queen team haplessly smitten young scientist never lose sight pirate love best adventure
1674,Weird Science,6.4,375.0,two unpopular teenager gary wyatt fail attempt accepted peer desperation liked lead create woman via computer living breathing creation gorgeous woman lisa whose purpose boost confidence level putting situation require gary wyatt act like men
1675,Halloween II,6.4,370.0,failing kill stubborn survivor laurie taking bullet six former psychiatrist dr sam loomis michael myers followed laurie haddonfield memorial hospital admitted myers attempt life institution prof particularly suited serial killer however myers cut stab slash way hospital staff reach favorite victim
1676,The Iceman,6.4,368.0,true story richard kuklinski notorious contract killer family man
1677,Space Pirate Captain Harlock,6.4,365.0,space pirate captain harlock fearless crew face space invader seek conquer planet earth
1678,Backdraft,6.4,360.0,say blast flame take life hide secret fireman brother brian stephen mccaffrey battling past slight trying stop arsonist diabolical agenda torching chicago
1679,Palo Alto,6.4,356.0,palo alto weave together three story teenage lust boredom self destruction shy sensitive april torn illicit flirtation soccer coach unrequited crush sweet stoner teddy emily offer sexual favor boy cross path increasingly dangerous exploit teddy best friend fred whose behavior may may sociopathic
1680,Risky Business,6.4,340.0,meet joel goodson industrious college bound year old responsible trustworthy son however parent go away leave home alone wealthy chicago suburb porsche disposal quickly decides good long time enjoy unfortunate incident porsche joel must raise cash risky way
1681,The New World,6.4,336.0,drama explorer john smith clash native american english settler th century
1682,Bad Words,6.4,335.0,misanthropic man set exact revenge estranged father finding loophole attempting win national spelling bee adult figuring would destroy father everything worked hard head spelling bee championship organization guy trilby jason bateman eventually discovers winning necessary revenge friendship blessing curse
1683,"Salò, or the 120 Days of Sodom",6.4,332.0,four corrupted fascist libertine round teenage boy girl subject day sadistic physical mental sexual torture
1684,The Long Kiss Goodnight,6.4,323.0,samantha caine suburban homemaker ideal mom year old daughter caitlin life honesdale pa job teaching school make best rice krispie treat town receives bump head begin remember small part previous life lethal top secret agent
1685,"Men, Women & Children",6.4,323.0,follows story group high school teenager parent attempt navigate many way internet changed relationship communication self image love life
1686,The Fog,6.4,318.0,strange thing begin occurs tiny california coastal town prepares commemorate centenary inanimate object spring eerily life rev malone stumble upon dark secret town founding radio announcer stevie witness mystical fire hitchhiker elizabeth discovers mutilated corpse fisherman mysterious iridescent fog descends upon village people start die
1687,Jackass Number Two,6.4,306.0,jackass number two compilation various stunt prank skit essentially plot chris pontius johnny knoxville steve bam margera whole crew return screen raise stake higher ever
1688,Get Shorty,6.4,305.0,chili palmer miami mobster get sent bos psychopathic bone barboni collect bad debt harry zimm hollywood producer specializes cheesy horror film chili meet harry leading lady romantic spark fly pitching life story movie idea chili learns mobster hollywood producer really different
1689,Kiss of the Dragon,6.4,304.0,liu jian elite chinese police officer come paris arrest chinese drug lord jian betrayed french officer framed murder must go hiding find new ally
1690,Wish I Was Here,6.4,304.0,aidan bloom struggling actor father husband year old still trying find purpose life wife barely getting financially aidan pass time fantasizing great futuristic space knight always dreamed little kid ailing father longer afford pay private school two kid available public school last leg aidan reluctantly agrees attempt home school teaching life way aidan gradually discovers part find
1691,Death Sentence,6.4,303.0,nick hume mild mannered executive perfect life one gruesome night witness something change forever transformed grief hume eventually come disturbing conclusion length great protecting family
1692,Prometheus,6.3,5152.0,team explorer discover clue origin mankind earth leading journey darkest corner universe must fight terrifying battle save future human race
1693,Ted,6.3,4811.0,john bennett man whose childhood wish bringing teddy bear life came true must decide keeping relationship bear girlfriend lori
1694,Spectre,6.3,4552.0,cryptic message bond past sends trail uncover sinister organization battle political force keep secret service alive bond peel back layer deceit reveal terrible truth behind spectre
1695,Men in Black 3,6.3,4228.0,agent j smith k tommy lee jones back time j seen inexplicable thing year men black nothing even alien perplexes much wry reticent partner k life fate planet put stake agent j travel back time put thing right j discovers secret universe k never told secret reveal team young agent k josh brolin save partner agency future humankind
1696,The Wolverine,6.3,4110.0,wolverine face ultimate nemesis test physical emotional mortal limit life changing voyage modern day japan
1697,X-Men: The Last Stand,6.3,3581.0,cure found treat mutation line drawn amongst x men brotherhood band powerful mutant organized xavier former ally magneto
1698,Jack Reacher,6.3,3046.0,innocent heartland city five shot dead expert sniper police quickly identify arrest culprit build slam dunk case accused man claim innocent say get jack reacher reacher see news report turn city defense immensely relieved reacher come bury guy shocked accused request reacher set confirm absolute certainty man guilt come bargained
1699,TRON: Legacy,6.3,2895.0,sam flynn tech savvy daring son kevin flynn investigates father disappearance pulled grid help mysterious program named quorra sam quest stop evil dictator clu crossing real world
1700,Home Alone 2: Lost in New York,6.3,2459.0,instead flying florida folk kevin end alone new york get hotel room dad credit card despite problem clerk meddling bellboy kevin run old nemesis wet bandit determined foil plan rob toy store christmas eve
1701,Warcraft,6.3,2325.0,peaceful realm azeroth stand brink war civilization face fearsome race invader orc warrior fleeing dying home colonize another portal open connect two world one army face destruction face extinction opposing side two hero set collision course decide fate family people home
1702,Kick-Ass 2,6.3,2275.0,kick as insane bravery inspires new wave self made masked crusader join patrol led colonel star stripe amateur superheroes hunted red mist reborn mother fucker blade wielding hit girl prevent annihilation
1703,White House Down,6.3,1910.0,capitol policeman john cale denied dream job secret service protecting president james sawyer wanting let little girl news take tour white house complex overtaken heavily armed paramilitary group nation government falling chaos time running cale save president daughter country
1704,Bolt,6.3,1798.0,bolt star biggest show hollywood problem think real accidentally shipped new york city separated penny beloved co star owner bolt must harness super power find way home
1705,Hitch,6.3,1721.0,dating coach alex hitch hitchens mentor bumbling client albert hope win heart glamorous allegra cole albert make progress hitch face romantic setback proven technique fail work sara melas tabloid reporter digging dirt allegra cole love life sara discovers hitch connection albert allegra boyfriend threatens destroy relationship
